Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
"How to map translated variable names for column names, so I can export them?",442327,Lube,421983,19,2022-11-18 10:05:00,1,39,0,2,False,False,"['design', 'c#', 'generic-programming']",False
C# Best Practice DI Pattern?,442322,mxmissile,11977,103,2022-11-17 23:18:56,0,133,1,17,True,True,"['c#', 'design-patterns']",False
Database schema advice : multiple tables with the shared columns in postgresql,442313,Leftover Salad,382678,153,2022-11-17 17:17:42,1,53,1,2,True,True,"['database-design', 'postgres']",False
UML design for data analytics of aggregated Survey Data,442309,user3115933,423207,121,2022-11-17 13:46:33,1,59,1,4,False,True,"['python', 'uml', 'data', 'modeling', 'analytics']",False
Seeding data into a new microservice,442307,Q-bertsuit,351450,193,2022-11-17 12:02:17,4,593,1,10,True,True,"['microservices', 'asp.net-core']",False
Event Driven architecture - right way to build chain of events,442305,Ilya,348260,101,2022-11-17 07:53:06,0,72,0,0,False,False,"['architecture', 'event-programming']",False
"What is the name, or design pattern, for something that calls a list of functions one by one?",442300,Thomas Eyde,262547,139,2022-11-16 23:39:58,2,263,3,1,True,True,"['design-patterns', 'naming']",False
Is this a good example of what a service layer is in MVC?,442297,Kevin Greetham,422708,93,2022-11-16 23:16:57,0,155,1,6,True,True,"['object-oriented', 'javascript', 'mvc', 'service']",False
Peer dependencies vs. (re-)exporting dependencies in abstract hierarchy (framework),442295,Remirror,422791,129,2022-11-16 18:37:07,1,26,0,0,True,False,"['frameworks', 'dependencies', 'typescript', 'npm']",False
How to represent technical debt in agile development using azure devops?,442287,Mr. Boy,104623,231,2022-11-16 15:18:06,1,146,2,0,False,False,"['scrum', 'technical-debt', 'azure-devops']",False
Efficient static race detection [closed],442285,Zur Luria,348473,113,2022-11-16 13:02:16,-2,82,1,3,True,False,['parallel-programming'],True
Moving from CRUD to CQRS: how to identify appropriate command-event relationships?,442283,eggyal,90147,189,2022-11-16 11:01:34,2,123,1,1,False,False,['cqrs'],False
How handle many files effectively?,442279,Andreas Zita,172850,103,2022-11-16 09:18:07,0,107,1,2,True,True,"['c#', '.net', 'file-systems']",False
"The meaning of ""function blocks of limited size of coding"" in ISO 13849-1",442276,lightweight,423138,181,2022-11-16 08:21:40,7,2000,4,1,True,True,"['design', 'standards']",False
Optimal way Implement a Session Cache,442274,Arun Lal,423125,11,2022-11-16 00:25:30,0,88,1,1,False,True,"['java', 'caching', 'session']",False
Representing database tables as objects,442272,tntenigma,423123,19,2022-11-15 21:44:03,1,98,1,2,False,False,"['object-oriented', 'object-oriented-design', 'database-design', 'relational-database']",False
Where should I create my aggregate root? in api or frontend?,442269,emhsmath,423090,21,2022-11-15 09:33:55,1,136,1,1,True,True,"['design-patterns', 'domain-driven-design', 'rest', 'aggregate']",False
Making side effects explicit even in non-pure functions,442268,AndreaL,423087,119,2022-11-15 09:02:54,0,191,1,1,True,True,"['go', 'pure-function']",False
"In Python, why are variables defined in a compound statement not local to the statement?",442266,AlwaysLearning,216771,523,2022-11-15 08:39:06,3,500,1,0,True,True,['python'],False
How can I achieve polymorphism if MVC logic is on the controller?,442257,Kevin Greetham,422708,93,2022-11-14 19:32:11,0,161,2,3,True,True,"['javascript', 'mvc']",False
Keeping version parity between platforms,442252,Isuru,42665,391,2022-11-14 14:44:20,5,151,1,5,True,True,"['android', 'ios', 'versioning', 'mobile', 'semantic-versioning']",False
UML State Machine Diagram - How to model an event that occours repeatedly,442250,mell_o_tron,422370,123,2022-11-14 11:19:28,2,149,1,6,True,True,"['uml', 'modeling', 'finite-state-machine']",False
Proof of Concept and Use Case Scope,442249,Jacques,120435,143,2022-11-14 08:58:34,1,96,1,2,False,True,['prototyping'],False
How to decide what view to show if I use polymorphism in the Model?,442246,Kevin Greetham,422708,93,2022-11-14 01:11:52,0,79,1,1,False,True,"['mvc', 'polymorphism']",False
Microservice Architecture For Blog Posts With Media Content,442235,ryanwaite28,423017,101,2022-11-13 07:21:41,0,58,0,5,True,False,"['architecture', 'microservices', 'architectural-patterns']",False
Reference variable vs Alias,442231,tweekz,419128,49,2022-11-12 15:30:52,2,216,2,3,True,False,"['pointers', 'reference']",False
How inter-process communication is handled on .NET Core?,442230,youssef jirari,419742,1,2022-11-12 12:23:18,0,207,0,2,False,False,"['.net', 'http', 'sockets', 'process', 'grpc']",False
HTTP error 404 or 500 from an internal call to a separate API?,442226,Hazzinator,422982,13,2022-11-11 23:54:54,1,51,1,10,True,True,"['api-design', 'error-handling', 'http-response']",False
Low maintenance approach to handling versioning and git,442220,Glanking,339453,97,2022-11-11 21:01:15,1,130,2,0,False,False,"['git', 'versioning']",False
What's a suitable pattern for handling multiple versions of PDF layouts?,442217,monkeySeeMonkeyDo,204196,131,2022-11-11 16:13:20,1,50,0,3,False,False,"['design', '.net', 'vb.net', 'pdf']",False
Double get child data from database?,442216,karenkey,422971,1,2022-11-11 16:05:39,0,27,0,2,False,False,['design'],False
Pattern to convert different types of similar unchangeable objects to the same object,442207,Kee,395751,23,2022-11-10 16:33:39,1,104,1,0,True,True,"['java', 'design-patterns', 'object-oriented', 'object-oriented-design']",False
Optimizing the runtime of greedy scheduling for parallel computing,442203,Zur Luria,348473,113,2022-11-10 13:51:01,0,74,0,0,False,False,['parallel-programming'],False
DDD for team composition,442200,edu,422907,119,2022-11-10 12:19:40,0,189,2,1,False,True,"['domain-driven-design', 'domain-model', 'team', 'team-building']",False
"How to engineer a ""message read/message not read"" fucntionality like the tchat apps or forums ones?",442199,coderpolo,422900,3,2022-11-10 10:27:49,-3,87,1,3,True,True,"['microservices', 'messaging', 'vue.js']",False
"Connotation difference between ""subscribers"" and ""observers""",442193,Alexander Mills,101210,267,2022-11-10 02:32:37,5,1000,3,2,False,True,"['observer-pattern', 'reactive']",False
Git - nest an optional repository inside a repository,442191,Jivlain,2199,373,2022-11-09 20:48:14,0,70,0,0,True,False,"['git', 'project-structure', 'submodules']",False
How to handle root paths in a custom package?,442180,Corram,422833,103,2022-11-09 11:28:29,0,59,1,4,True,True,"['python', 'class-design', 'configuration', 'configuration-management', 'globals']",False
How to E2E test handling of an unknown error in a client-server application?,442178,Spenhouet,422824,109,2022-11-09 09:01:47,0,122,1,0,False,False,"['testing', 'error-handling']",False
Is this a good use of monkey patching?,442172,Dave,168980,262,2022-11-08 20:42:52,3,407,3,1,True,False,"['python', 'microservices', 'monkey-patch']",False
Using helper libraries to improve readability and conciseness of code vs adhering to native functions,442167,elios264,116511,167,2022-11-08 19:11:33,-1,92,1,6,False,False,"['clean-code', 'third-party-libraries']",False
Django URL pattern style advice,442166,iman,422786,11,2022-11-08 18:46:32,1,17,0,3,True,False,"['api', 'api-design', 'django']",False
Multiple models/controllers python app,442165,Eideann,422800,23,2022-11-08 18:45:25,1,109,1,4,False,True,"['design-patterns', 'python', 'mvc', 'model']",False
Should I duplicate or inherit a python dataclass which changes attributes based on the version of an API endpoint?,442160,rsn,422793,119,2022-11-08 16:51:41,1,160,2,1,False,False,"['class-design', 'python-3.x', 'data-modeling']",False
Python - Where do I store data classes which are common across different files?,442159,rsn,422793,119,2022-11-08 16:08:58,0,52,0,0,False,False,"['python-3.x', 'data-modeling']",False
What to use in B's configuration: A or A's configuration?,442158,Remirror,422791,129,2022-11-08 15:49:50,1,105,1,10,False,False,"['object-oriented-design', 'dependencies', 'typescript']",False
Deployment diagram condradictions,442155,I try so hard but I cry harder,422785,111,2022-11-08 13:49:50,0,73,1,7,False,True,['uml'],False
Memory on multiple cores versus 1 core,442151,Andy,422780,19,2022-11-08 10:56:02,1,196,3,4,False,False,"['memory', 'cpu', 'matrix']",False
Should small entities such as Country/Regions and University Studies be considered microservices?,442149,DonBege,422776,9,2022-11-08 08:40:25,-1,107,1,0,False,True,['microservices'],False
"Types with same name, same concept, but different... runtime uses?",442144,Rob N,156216,131,2022-11-08 04:50:57,2,235,2,2,False,True,"['object-oriented-design', 'data-types']",False
Whose job actually is to process data in the database to become something like a chart in frontend?,442142,Alif Irhas,422767,31,2022-11-08 04:26:22,2,157,2,2,False,True,"['data', 'front-end', 'backend', 'task']",False
Is non-contiguous protobuf field numbering an anti-pattern?,442141,Bohemian,31101,1896,2022-11-08 02:10:46,0,54,0,17,True,False,"['coding-standards', 'protobuf']",False
How to efficiently retry/reprocess errors on a multi-actions service?,442140,Thiago Dias,272737,393,2022-11-08 01:26:31,0,49,0,2,True,False,"['error-handling', 'typescript', 'queue', 'idempotency']",False
How to avoid duplicate code when working with SOAP proxy classes in different environments?,442134,LazarQt,422733,1,2022-11-07 10:19:06,0,84,0,4,False,False,"['c#', '.net', 'development-environment', 'soap', 'proxy']",False
How to solve duplicate request with Distributed Lock Management in Golang,442130,Abyan Juang Kecci,421778,11,2022-11-07 06:24:27,1,57,0,10,True,False,['golang'],False
"What is the safest way to deploy a lot of changes at once to a legacy, monolithic application with no test coverage?",442126,Liam Mayfair,369945,149,2022-11-07 01:06:38,4,245,2,0,False,False,"['deployment', 'legacy']",False
Forgetting about the utils [closed],442123,JoshThunar,271843,217,2022-11-06 22:32:04,3,132,0,1,True,False,"['programming-practices', 'coding-style', 'utilities']",True
Why does Rust allow a leading `|` in or patterns?,442121,Calogyne,422706,43,2022-11-06 18:35:32,3,232,1,6,True,True,"['language-design', 'rust']",False
Does subclassing int to forbid negative integers break Liskov Substitution Principle?,442109,swoutch,422677,321,2022-11-06 10:22:20,21,6000,6,0,True,True,"['python', 'object-oriented-design', 'inheritance', 'python-3.x', 'liskov-substitution']",False
Angular standalone components architecture,442107,Andres2142,315151,109,2022-11-05 18:37:30,0,82,0,0,False,False,"['clean-architecture', 'angular']",False
CQRS in a data heavy application involving a lot of CRUD,442092,David,188362,163,2022-11-04 17:12:59,3,309,3,3,True,False,"['design-patterns', 'architecture', 'cqrs']",False
What design pattern / solution helps me elegantly map classes that share the same base class,442086,Joep Geevers,389801,149,2022-11-04 13:14:52,0,259,1,1,False,True,"['c#', 'design-patterns']",False
"We are aware of Service Discovery- is ""Object"" Discovery a thing?",442082,jmcgrory,422627,109,2022-11-04 10:47:02,0,60,0,2,True,False,"['design', 'microservices', 'service-locator']",False
Using global dictionary for settings: good or bad convention,442080,Matt,397232,29,2022-11-04 09:39:40,0,260,1,1,True,True,['python'],False
Proving program correctness under all possible cases,442076,Dennis,418839,19,2022-11-04 07:46:22,0,222,3,1,False,False,"['design', 'programming-practices', 'generic-programming']",False
Inter Communication for applications in local network architecture,442075,Desmnd,422619,97,2022-11-04 07:00:22,-2,42,1,2,False,False,['architecture'],False
Why is recompilation of dependent code considered bad design?,442074,User 10482,390959,119,2022-11-04 01:15:35,0,878,3,1,True,True,"['design', 'c++']",False
Does it make sense to create seperate data application layers that interact in asp.net mvc?,442071,Miles,416174,1,2022-11-03 21:20:43,0,32,1,1,True,False,"['mvc', 'layers']",False
Mapping complex data/arrays to a standard format (normalizing data),442070,oliverbj,330343,85,2022-11-03 20:52:16,0,33,0,0,True,False,"['php', 'laravel']",False
Releasing untested features using git flow,442065,Musterknabe,422582,139,2022-11-03 13:54:30,3,213,4,3,True,False,"['git', 'release-management']",False
Reuse same code for validation and runtime integrity checks?,442062,donquixote,113434,857,2022-11-03 12:35:50,0,81,1,5,True,True,"['exceptions', 'validation', 'reporting']",False
Mapping between Entity and ViewModel,442056,Sam,414073,37,2022-11-02 20:38:25,1,337,1,6,True,False,"['architecture', 'asp.net-mvc', 'entity-framework']",False
Authorization Code Flow or Client Credential Flow for One-Time Mail Configuration,442055,David Anderson,25240,1219,2022-11-02 19:15:12,0,42,0,2,False,False,"['design', 'security', 'oauth', 'office365', 'smtp-auth']",False
Why are async/await allowed inside the domain model of DDD?,442050,geeko,25855,223,2022-11-02 14:05:30,1,480,4,1,False,False,"['domain-driven-design', 'domain-model', 'separation-of-concerns']",False
Models as data containers in MVVM,442048,Alex F.,422529,1,2022-11-02 13:28:19,0,35,0,5,True,False,"['mvvm', 'model', 'data-access']",False
Designing Aggregate Roots with Logic Spanning over Roots,442047,BuddhiP,100724,193,2022-11-02 13:18:09,0,44,0,3,True,False,"['domain-driven-design', 'aggregate', 'eventual-consistency']",False
